seqID,chr2:26710000-27660000,chr6:43520000-44450000,chr16:57150000-57790000,chr15:78080000-78500000,chr21:41680000-42520000,pca0,pca1,pca2,pca3,pca4,pca5,pca6,pca7,pca8,pca9,pca10,pca11,pca12,pca13,pca14,pca15,pca16,pca17,pca18,pca19,pca20,pca21,pca22,pca23,pca24,pca25,pca26,pca27,pca28,pca29
GLRHCC0111,791.053676,775.603142,539.127931,356.661224,707.579772,9.607793744961283,-12.886041181508851,-4.2661070740182465,0.4481678666368358,0.9402118910092271,3.1701466431524636,-0.10779938846827886,0.9417560744957606,-0.06681647785415146,-1.6819244446642954,-1.0160451549984002,-0.2556357558048272,-0.7030423615662897,-0.5719592672730667,2.625549063841164,2.1890495634004794,0.5856660859678655,-1.2774296655034543,1.4290514732876343,0.03918176369182569,0.6703416560813971,-1.4498832361277925,0.0019327912300050737,1.2521771012381462,1.5648948541371905,-0.03204827003872124,-0.19685522522241555,1.0523875433926373,1.7917346557366414,2.7146323144039224
GLRHCC0133,811.177267,780.121392,533.865282,367.57668,688.432618,-1.3888563450192462,-2.412685532592735,-7.935906083862637,6.833765952414211,-1.3322422652685944,-1.87405109950254,-2.0661376916353094,1.519366814270577,-0.7893116417046401,-0.9246109943851561,0.6701450967816707,-0.9718822746986377,1.8436028758724023,-0.5588025408164371,1.8637409425899287,-1.8009088172094578,3.140442943481234,1.6785823399511033,-0.27751327006652915,-0.03204275765903383,1.7695194220638764,-0.6850850898518138,1.0730458368257338,-1.3745644256726162,-0.4633286507815778,2.2205986444599284,0.9459981273229681,1.4490596471842092,-1.1712135071963174,-1.5739906236649617
GLRHCC0080,843.125664,802.60754,561.061806,379.271288,725.238361,-1.5627114288509292,-8.237214277478879,-1.088623167651915,0.7785675430003918,7.617303767959053,2.0253673418488547,0.7161254461141404,-2.860942673437879,1.92983882398708,0.6476871521357055,0.22992999221568622,0.6908638178754656,-1.8274305002474573,-0.7539211842870472,-2.0020914606825033,0.33405380618673813,-1.0081964113785031,-0.6536328398938092,-1.1662892872414077,-2.693646752790472,0.22823710242800377,3.638350198296916,-2.6254536585436954,-0.057628573864725585,-2.427443604782391,-0.14026571441749014,-1.1520710557654235,-0.5767367913083811,0.8267775398978656,-2.492848405885874
GLRHD0539,798.000404,769.872607,533.954411,364.240166,704.438469,-6.147825013712589,3.067668124977559,2.5666922075532854,-1.2309113196941524,-4.1191367678020665,2.9029672692160786,0.16056578774343144,-0.13504334131265633,0.311441019386043,0.24710089126111928,0.08862835271166924,-0.8725091668551972,2.84904278058469,3.008983542637349,-1.4887526794938821,-0.3143568383675449,-1.1008675563862578,-0.8658591887942608,-1.0431040131714073,2.4599210372947478,-0.670300220830641,-0.5751163254407674,-1.5895079449502716,-1.5861447544411251,1.1360532137352444,-0.7815835151768276,1.1048121632879404,-0.29885352193077397,0.6824408993142396,0.8133549226466751
GLRHCC0077,871.024831,812.986196,513.738402,367.454323,697.651109,0.6624434440721297,-4.763866584170795,-3.689568437186217,-5.483232405431326,1.2433620904986205,-2.463476159563077,-2.296540309873901,-1.7699805354548843,-1.4957995724265687,0.6271674888852807,1.8689888422239482,2.1713418047800257,2.1599392232356633,2.6264515630407406,0.7878130697496859,-1.1563245738819083,1.6024299527767054,-1.32980351717715,1.0852637732852404,2.30998071888905,-2.238322585830515,3.141883897047354,-0.7797005897790454,-0.6365171770127116,0.9825976560181674,-1.1213124757713167,-0.27464664362609065,1.0991470550372577,-0.8204043813984353,0.053522504703505835
GLRHCC0087,807.393576,784.365733,535.123201,380.443182,694.511994,5.83090232999688,-14.602133925839967,-3.7183776400094217,5.597379079679644,1.904659932797132,-2.2973519043309754,-0.5198715641185161,-0.10576793692791953,0.8028951179001758,-1.7021291096387063,-0.5783147249995877,-1.928450464397825,-0.39049804836126506,-1.2610749529083354,0.026116010016687674,-1.2034472690041123,-1.072717633292598,0.8393052237888542,0.7784272964340768,0.4102694986712333,1.5504370398939344,-1.8707633359613263,-1.0030509904942169,1.3830339478266478,-1.6856989969345781,0.2534088002473933,-0.49295270392159174,1.7550368848374114,1.4523700475180716,1.9780922721337593
GLRHCC0075,765.012104,751.551149,512.308121,332.904129,695.105631,20.799855387095363,2.8565305898155122,1.8083853206391032,3.457779984170253,3.5086615076462317,0.4562644678530172,4.623778719333226,0.7800214790955129,0.4576082781595845,3.464189163173751,0.4837482901527024,5.4542658361250185,-5.19083655024338,0.5965647288002622,-5.582645571723034,-11.68530032638047,1.702912748478968,-4.198776252777003,-4.363917582117041,-8.588336688819211,-0.2036635988559669,-0.8789328307592953,-5.749952955744783,7.683037901251242,4.862787730820359,3.6136265221093584,6.331748109094317,1.1251922504359324,1.574106682654902,-1.2066204641146943
GLRHD0464,825.174263,800.542195,541.814927,385.509969,740.863767,-18.79048687845417,-6.35273483939986,9.381218255819531,-2.6894679421728176,-3.247354614455916,3.84515576306287,-0.2845973071592821,3.603799231827708,3.0530613425363473,4.950981879969627,-0.40063543664837775,2.1946790983380353,-0.26623735989208547,-5.197269968259105,-2.347898129085327,-0.7755856442343998,2.647819797243568,-1.1680691772032927,-3.121771844181288,4.923363132702617,-1.8916098103155772,-1.3294664559911045,-1.0026626430427146,1.9143285264373626,-1.651510207283705,-1.3447900048128836,1.97818111719044,-0.5661146015836325,-0.9196066507156538,-1.536812713305007
GLRHCC0116,807.205679,764.004293,509.63079,356.840329,685.555567,10.468794977565764,-10.721662708066637,-2.3303023419629807,-3.7541881306448284,0.6669459299528173,-3.778342301801196,-0.8519245210341659,0.7484389865109388,2.445309343580958,0.23642687457094824,-0.9469627230781941,-1.3046896146866342,-1.3955993010424512,-1.4326097167928218,-1.1246196024343247,-0.7945711096921272,-1.9024377685789864,-0.018141021600366153,-0.0247256892346244,0.2935588322105663,-1.1534438235099975,-0.47328589517259934,-0.37702319151530583,-0.7984122617436178,1.4605562900680096,-0.8363923505315354,-0.7971931562923913,0.4892691263075856,-0.30348803562486615,0.4122139716135437
GLRHD0341,819.852698,795.856088,523.626824,363.208539,706.152223,-8.061597895288045,7.422131347086163,3.1026038458370384,-0.1665715728933988,-0.9819732563551411,-0.5283427256803935,0.8001786094388611,-1.019796111248664,0.7222008852545261,-1.8404519105756159,0.062230239059216555,1.075600480761108,0.538773418885135,1.6305195284787528,1.9208922580442804,0.7681917720040654,0.16912434849561353,0.5961923397715947,0.3006573621833268,1.557453961480258,-1.770597514714157,1.0469242987296616,0.07483789174605726,0.7904138997337724,-1.2190854632803745,2.299632596697467,0.4060766734727428,-0.622218853853411,-1.2072956797361087,0.047885673078773755
