9	136250000	136840000
10	132280000	132630000
13	59140000	60120000
11	2040000	2570000
11	64190000	64640000
22	45950000	46170000
8	43570000	43770000
14	104660000	104900000
16	88420000	88580000
3	52310000	52510000
6	33350000	34090000
2	176080000	176130000
3	52760000	52860000
5	156410000	156490000
20	62760000	63540000
1	3480000	3790000
1	2310000	2560000
5	1080000	1550000
9	93150000	93370000
4	86390000	86830000
2	16140000	16150000
22	37360000	37520000
1	110000000	110140000
3	50360000	50520000
21	45640000	46230000
16	57150000	57790000
2	11710000	11720000
11	1540000	1570000
2	219510000	219650000
12	132330000	132470000
13	60430000	60660000
8	140960000	141420000
20	31230000	31260000
16	66610000	67020000
1	237320000	237900000
22	19500000	20170000
4	146690000	147140000
9	133380000	133690000
9	130330000	130720000
1	87200000	87210000
2	57740000	58000000
2	210510000	210650000
4	83570000	83940000
13	23050000	23340000
15	40230000	40380000
4	177140000	178040000
13	112900000	113670000
12	52540000	53180000
17	28430000	28530000
6	30850000	30960000
2	32850000	32900000
7	114390000	114700000
17	17000000	17040000
1	31340000	31820000
4	90060000	90200000
19	44970000	45070000
2	220610000	220910000
6	43520000	44450000
19	7780000	7990000
5	152370000	152560000
9	14210000	14240000
16	85570000	85780000
11	61390000	62090000
19	6200000	6410000
4	3470000	3510000
6	114090000	114180000
11	820000	960000
12	41500000	41570000
11	3000000	3230000
10	103230000	103740000
8	142470000	143470000
16	80260000	80530000
5	83170000	83730000
18	42190000	42210000
12	98690000	99100000
5	101190000	101370000
17	4510000	4550000
15	78080000	78500000
12	82860000	83110000
4	112540000	113450000
20	64080000	64200000
1	210060000	210270000
6	90920000	91050000
17	80880000	81340000
11	9770000	10170000
2	232400000	233040000
13	108610000	108850000
22	43120000	43340000
8	143880000	144360000
11	57270000	57510000
9	129260000	129590000
8	69700000	69780000
3	50150000	50220000
9	136070000	136200000
22	30470000	30650000
11	96560000	96590000
16	85880000	86070000
1	156820000	156920000
1	10630000	10720000
11	102120000	102160000
1	211490000	211650000
12	53930000	54010000
2	26710000	27660000
10	131870000	131900000
1	207980000	208030000
2	46960000	47030000
6	16770000	16820000
3	16520000	16570000
17	74520000	74940000
5	52350000	52480000
16	2160000	2220000
13	38330000	39000000
3	100760000	100860000
13	84220000	84390000
17	75460000	75640000
4	102000000	102180000
12	23160000	23300000
21	28390000	28620000
4	47010000	47290000
15	55370000	55600000
13	93550000	94250000
17	81410000	81550000
14	41760000	41950000
9	19730000	19810000
2	238330000	238510000
6	111490000	111530000
2	227560000	227990000
2	18850000	18990000
19	47970000	48180000
12	37970000	38030000
9	126590000	126710000
9	137170000	137340000
3	179910000	180310000
1	228020000	228080000
1	24050000	24380000
11	75300000	75650000
5	31300000	31410000
12	57140000	57300000
2	239400000	240000000
8	21930000	22280000
9	137020000	137110000
6	83970000	84170000
7	141600000	141720000
14	39860000	39880000
10	18540000	18650000
2	213360000	213400000
5	10890000	11620000
16	4130000	4410000
3	142310000	142430000
22	37810000	37930000
5	150000000	150540000
5	59720000	59830000
18	35120000	35570000
2	127090000	127240000
4	118000000	118380000
18	79560000	79970000
3	131570000	131830000
1	43130000	43240000
4	127700000	127850000
18	36750000	36780000
19	5010000	5070000
4	114560000	114720000
2	204340000	204880000
7	74020000	74060000
22	29420000	29870000
1	240110000	240150000
20	62150000	62650000
1	204140000	204160000
3	124450000	124590000
7	44080000	44290000
3	128060000	128680000
22	44400000	45230000
8	18870000	18970000
5	149290000	149340000
5	129600000	129850000
1	11420000	11860000
16	2700000	2840000
1	19790000	19980000
14	66320000	66580000
20	32740000	33140000
10	34310000	34820000
1	41320000	41680000
1	159930000	160260000
6	41160000	41900000
16	67610000	67950000
4	141900000	141940000
7	115150000	116140000
2	191890000	192060000
7	1430000	1690000
9	34490000	34530000
22	49990000	50060000
8	96360000	96520000
11	73320000	73500000
10	16520000	16580000
12	63880000	64120000
6	43030000	43480000
22	22980000	23130000
5	171100000	171510000
1	16980000	17290000
1	182640000	182760000
6	100370000	100450000
2	48660000	48680000
14	20980000	21160000
7	129470000	129480000
11	4760000	4800000
4	13090000	13120000
1	78740000	78840000
12	31370000	31520000
6	10610000	11010000
15	47790000	48710000
2	72170000	72610000
12	124330000	124470000
12	19800000	20570000
16	84910000	85340000
17	43370000	43780000
17	31510000	31550000
1	14990000	15830000
16	27440000	27540000
14	33870000	34090000
3	51950000	52150000
18	24200000	24560000
20	37280000	37380000
2	181790000	181800000
6	126180000	126310000
14	80520000	80650000
2	28440000	28730000
1	210490000	210890000
3	159750000	160080000
19	41580000	41710000
4	80770000	80950000
13	100970000	101110000
8	126900000	127040000
6	89000000	89030000
9	131740000	132650000
15	35400000	35910000
3	59100000	59220000
16	67340000	67520000
18	3730000	4000000
11	19750000	20230000
16	81490000	81780000
17	40350000	40360000
5	33580000	33830000
1	203570000	203620000
7	360000	710000
17	69500000	69590000
4	40530000	40700000
2	117960000	118010000
2	206540000	206590000
19	54020000	54360000
3	150070000	150140000
11	104360000	104520000
15	65030000	65150000
3	149530000	149670000
17	48620000	48820000
16	1910000	2070000
12	54130000	54270000
8	11660000	11750000
5	158110000	158180000
1	15980000	16040000
4	20410000	20440000
16	10490000	10500000
5	38460000	38810000
7	151040000	151240000
6	151070000	151180000
4	183910000	184040000
2	70880000	70990000
5	167590000	167890000
21	30380000	31150000
2	155710000	155850000
9	124310000	124390000
10	14700000	14950000
11	39280000	39390000
1	53070000	53290000
19	29340000	29970000
19	1700000	1930000
21	39060000	39970000
17	77480000	77570000
4	770000	980000
15	41980000	42040000
7	117750000	117780000
9	122220000	122400000
2	96070000	96120000
6	146150000	146190000
6	32040000	32330000
10	5480000	5660000
11	119270000	119460000
15	75670000	75740000
19	12960000	13090000
1	205660000	205730000
7	144440000	144720000
20	57550000	57810000
9	72890000	73020000
8	91290000	91470000
4	2120000	2450000
1	40750000	40930000
12	49830000	50070000
5	59400000	59490000
6	19870000	20230000
11	72080000	72760000
1	161070000	161090000
4	11550000	11650000
17	44070000	44150000
14	103520000	103570000
12	22500000	22520000
21	41680000	42520000
3	102130000	102910000
1	58000000	58040000
5	128240000	128250000
1	202040000	202340000
20	4920000	4950000
22	26370000	26630000
7	149590000	149640000
16	1420000	1500000
1	156130000	156140000
2	85330000	85450000
18	31520000	31560000
2	209470000	209980000
10	24410000	24520000
12	40870000	41010000
15	101300000	101640000
17	60780000	60880000
19	2750000	2820000
16	89050000	89250000
5	210000	230000
2	221010000	221020000
1	56520000	56660000
5	93620000	93650000
12	37740000	37880000
17	76880000	77030000
20	51830000	52000000
22	36510000	37350000
5	42400000	42630000
12	79580000	79810000
2	91470000	91480000
5	96370000	96430000
17	40690000	40890000
15	31110000	31320000
20	49840000	50330000
14	67470000	67580000
1	50990000	51040000
10	31000000	31060000
5	139840000	139900000
11	63760000	64170000
2	161510000	161830000
12	116560000	116800000
2	238230000	238310000
13	78690000	78920000
1	203830000	203890000
8	19340000	19390000
17	7780000	7820000
8	102420000	102520000
1	25710000	26100000
11	31840000	32360000
5	179900000	179920000
13	45780000	45800000
7	114270000	114330000
7	1940000	2090000
7	21800000	21820000
15	40830000	41080000
18	21280000	21450000
14	105390000	105520000
12	113040000	113590000
2	198370000	198560000
2	205210000	205450000
12	43910000	44360000
12	128080000	128090000
7	99850000	99980000
12	6240000	6320000
2	96480000	96520000
2	237450000	237500000
18	64210000	64230000
20	35850000	36460000
18	36520000	36730000
16	24790000	24810000
17	14810000	15040000
7	105410000	105420000
5	50850000	50900000
9	123830000	123840000
12	51730000	52520000
1	78210000	78380000
16	2920000	2990000
8	85990000	86010000
6	41900000	41940000
19	35780000	36020000
14	105130000	105220000
14	65830000	65850000
12	131610000	131630000
15	84860000	84980000
19	36210000	36260000
6	126990000	127020000
6	17830000	17990000
16	57840000	58050000
1	78850000	78950000
4	151280000	151320000
15	77360000	77680000
3	190260000	190920000
2	44570000	44630000
11	105530000	105590000
1	168080000	168170000
17	79560000	79640000
12	132730000	132740000
20	710000	1140000
6	166470000	166700000
4	72290000	72430000
16	56280000	56390000
1	240590000	240690000
14	22830000	22860000
4	149890000	150270000
10	100980000	101250000
4	165530000	165740000
3	42050000	42070000
10	91950000	92000000
5	65290000	65370000
11	59590000	59640000
12	122960000	123050000
2	177980000	178000000
5	53200000	53210000
4	100430000	100940000
3	97530000	97740000
1	233830000	233910000
6	84390000	84430000
6	33010000	33190000
14	66730000	67080000
17	78460000	78520000
5	88670000	88700000
18	51450000	51550000
2	153500000	153580000
13	43210000	43710000
3	193060000	193080000
10	33450000	33510000
18	11710000	11860000
10	42400000	42430000
20	34420000	34440000
18	69300000	69570000
2	173810000	173910000
4	90670000	90690000
4	176080000	176690000
8	109140000	109280000
5	37530000	37650000
17	78810000	79440000
3	131960000	132030000
1	17300000	17320000
1	194740000	195090000
8	22530000	23120000
17	80420000	80450000
14	20700000	20710000
12	46010000	46050000
4	95040000	95130000
9	27280000	27320000
20	35520000	35590000
2	240590000	240660000
2	85240000	85270000
18	63430000	63460000
9	69320000	69340000
3	186840000	186850000
16	56460000	56590000
8	63340000	63420000
1	169050000	169060000
11	65580000	66080000
18	32520000	32820000
11	31180000	31270000
2	151100000	151180000
22	23470000	23580000
4	1740000	1780000
21	43740000	43760000
1	213220000	213430000
9	15720000	15790000
11	68650000	69220000
1	226760000	226780000
4	67450000	67510000
15	34650000	34700000
14	103080000	103150000
17	26790000	26830000
1	51180000	51210000
13	31770000	31860000
15	70050000	70070000
11	106910000	107380000
1	162070000	162240000
22	20220000	20310000
1	155080000	155120000
4	94850000	94920000
4	168050000	168190000
3	143540000	143550000
7	74440000	74570000
6	46820000	46830000
6	97390000	97650000
4	148790000	149080000
16	88750000	88940000
13	101510000	102290000
5	103200000	103690000
3	148750000	148910000
2	227050000	227070000
19	35130000	35140000
20	52690000	52980000
16	930000	1220000
16	17430000	17450000
6	56810000	56910000
21	17720000	17770000
3	87890000	87920000
8	118620000	118630000
3	14660000	14720000
11	27110000	27190000
3	151350000	151700000
7	45120000	45140000
17	17450000	18100000
1	166430000	166680000
4	6540000	6640000
9	130900000	131260000
2	230970000	231120000
9	104150000	104410000
7	100630000	100730000
22	50120000	50260000
11	86860000	86960000
12	131890000	131940000
4	108870000	109050000
11	62920000	63070000
17	1520000	1590000
2	194450000	194500000
3	94120000	94240000
7	112530000	112620000
22	46530000	46660000
18	25790000	25860000
8	129160000	129300000
3	98050000	98330000
1	35570000	35630000
10	26310000	26430000
15	68150000	68170000
19	15970000	16070000
14	33330000	33550000
1	9290000	9430000
5	130260000	130510000
10	123080000	123200000
6	154990000	155150000
17	16120000	16190000
3	25800000	26190000
5	153510000	153590000
12	65320000	65340000
6	70220000	70230000
13	39210000	39570000
9	116630000	116910000
2	31090000	31460000
15	43290000	43470000
7	55370000	55430000
8	133180000	133210000
1	175660000	175730000
17	50190000	50260000
2	187020000	187070000
12	49650000	49660000
17	50500000	50670000
2	58970000	59070000
12	9930000	10060000
3	68510000	68520000
4	163660000	164020000
14	53330000	53390000
4	183150000	183210000
14	36550000	36580000
3	58020000	58470000
19	13540000	13760000
16	56620000	56870000
1	97400000	97650000
14	105530000	105590000
3	126040000	126150000
19	36740000	36840000
3	189410000	189970000
1	27090000	27130000
15	64010000	64080000
21	42900000	42910000
3	62230000	62500000
5	147020000	147130000
1	204550000	205130000
9	1670000	1720000
6	12620000	12660000
